V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q1,Q2,Q13,Q3,Q12,Q4,Q10,Q6_1,Q6_2,Q6_3,Q6_3_TEXT,Q6_4,Q5_1,Q5_2,Q5_3,Q5_3_TEXT,Q5_5,Q5_8,LocationLatitude,LocationLongitude,LocationAccuracy,
R_3P4DFBqNP7shLlz,Default Response Set,Anonymous,,,198.204.66.128,0,2016-07-28 14:24:24,2016-07-28 14:25:12,1,3,566,3,1,1,2,,,,1,"he distribution of patients in both groups was randomly executed, showing no significant differences between age, sex, occupation, education, smoking habits or sport activity level.",,,,,,,,44.974105834961,-93.256500244141,-1,
R_24I72YpXdc8ASdN,Default Response Set,Anonymous,,,198.204.66.128,0,2016-07-28 14:26:24,2016-07-28 14:34:48,1,3,569,3,5,4,2,,,,,,,,,,,,,44.974105834961,-93.256500244141,-1,
R_2f2653VBLsjiZGC,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-29 14:13:04,2016-07-29 14:30:44,1,1,826,1,1,2,2,,,1,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_1pKcaDjBPu0id1r,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-29 14:49:25,2016-07-29 14:51:51,1,1,835,1,5,2,2,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_1GZJtBLLibTVTOQ,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-29 14:51:52,2016-07-29 14:54:30,1,1,836,1,1,2,1,,,,1,There was no statistically significant / difference between the 2 groups in any of the following / variables:,,,1,,,,,44.97590637207,-93.216598510742,-1,
R_w4WsA2SmYOUCxIl,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-29 14:54:31,2016-07-29 14:59:26,1,1,837,1,2,6,2,,,1,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_1dmBgz9IJxB7UCo,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-29 14:59:28,2016-07-29 15:04:42,1,1,853,3,1,2,1,,,1,,,,,1,,,,,44.97590637207,-93.216598510742,-1,
R_YaJQDsZloEQPynf,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-29 15:04:44,2016-07-29 15:09:32,1,1,869,3,5,1,2,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_pi9QXFgYZZSFoC5,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-29 15:09:33,2016-07-29 15:12:35,1,1,875,3,5,2,1,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_cZ7OmNA9Hv4glbP,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-29 15:12:36,2016-07-29 15:15:10,1,1,876,3,1,1,2,,,,1,"There / were no significant differences between the groups regarding age, / height, weight, and V ˙ O2peak.",,,,,,,,44.97590637207,-93.216598510742,-1,
R_CZYO6L8sNDllmRr,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-29 15:15:11,2016-07-29 15:18:19,1,1,881,3,1,1,1,,,,1,baseline differences between groups and legs were / assessed using a two-way analysis of variance (ANOVA),,,1,,,,,44.97590637207,-93.216598510742,-1,
R_1rk66G3vp0GXrd0,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-29 15:18:20,2016-07-29 15:26:09,1,1,883,3,5,1,1,No mention of randomization.,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_22JPycKAPK5u89x,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-29 15:26:09,2016-07-29 15:31:22,1,1,896,3,5,1,2,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_a5Hjv1fHMajLr4p,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-29 15:36:37,2016-07-29 15:36:42,1,1,903,3,5,1,1,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_2eOy1d5wHg5tomt,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-29 15:36:11,2016-07-29 15:38:49,1,1,907,3,5,1,2,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_3qfCzPFpsclU4I3,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-29 15:38:50,2016-07-29 15:40:53,1,1,910,3,5,1,2,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_1DG3jgRp79isljT,Default Response Set,Anonymous,,,72.21.225.66,0,2016-07-28 14:34:49,2016-07-29 15:45:55,1,3,570,3,1,1,1,,,,,,,1,,,,,,46.306701660156,-94.100799560547,-1,
R_3HMRsJD2Tii1tFE,Default Response Set,Anonymous,,,72.21.225.66,0,2016-07-29 15:45:57,2016-07-29 15:47:11,1,3,571,3,5,3,1,,,,,,,,,,,,,46.306701660156,-94.100799560547,-1,
R_1rqRhSebDQgQweK,Default Response Set,Anonymous,,,72.21.225.66,0,2016-07-29 15:47:13,2016-07-29 15:48:22,1,3,572,3,5,1,1,,,,,,,,,,,,,46.306701660156,-94.100799560547,-1,
R_277pEHxfSxRL5ab,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-29 15:44:47,2016-07-29 15:49:28,1,1,922,3,1,3,1,,,,,,,,,,,,1,44.97590637207,-93.216598510742,-1,
R_D2dMk3SZepKMRdn,Default Response Set,Anonymous,,,72.21.225.66,0,2016-07-29 15:50:38,2016-07-29 15:52:51,1,3,576,3,1,2,1,,,1,,,,,1,,,,,46.306701660156,-94.100799560547,-1,
R_3ygXOdKpDFcPqvv,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-29 15:49:28,2016-07-29 15:52:57,1,1,935,3,1,1,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_pTcqsRYNdBLiQRH,Default Response Set,Anonymous,,,72.21.225.66,0,2016-07-29 15:52:53,2016-07-29 15:53:59,1,3,578,3,1,3,1,,,,1,"he patients in the two groups were comparable because there were no significant differences in their ages, genders, biceps tendon pathologies and preoperatively constant scores. ",,,1,,,,,46.306701660156,-94.100799560547,-1,
R_77FyjhEvGPgXYYh,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-29 15:52:58,2016-07-29 15:55:19,1,1,960,3,1,1,1,,,,1,"There were no significant between-group / differences before treatment (baseline) in sFer, sFe, sTf, / Tsat, sTfR, IL-6, or hepcidin (Figs. 1–3 and Table 1).",,,1,,,,,44.97590637207,-93.216598510742,-1,
R_2z6XM3PH56tMF98,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-29 15:55:21,2016-07-29 15:56:46,1,1,962,3,1,2,1,,,,1,There were no significant differences between / groups for characteristics (Table 1).,,,1,,,,,44.97590637207,-93.216598510742,-1,
R_2B2pd2RtOtMwpQ8,Default Response Set,Anonymous,,,72.21.225.66,0,2016-07-29 15:55:46,2016-07-29 15:56:55,1,3,581,3,1,2,1,,,,,,,1,,,,,,46.306701660156,-94.100799560547,-1,
R_21b90UhZW4LfvZy,Default Response Set,Anonymous,,,72.21.225.66,0,2016-07-29 15:56:56,2016-07-29 15:57:29,1,3,582,3,1,1,1,,,,,,,,,,,,1,46.306701660156,-94.100799560547,-1,
R_269lGMJTp7WxAps,Default Response Set,Anonymous,,,72.21.225.66,0,2016-07-29 15:59:19,2016-07-29 16:01:09,1,3,584,3,3,5,1,,,,1,"At baseline, there were no significant differ- ences between the intervention and control group.",,,1,,,,,46.306701660156,-94.100799560547,-1,
R_1pEgKGX7cjZJJtX,Default Response Set,Anonymous,,,72.21.225.66,0,2016-07-29 16:05:48,2016-07-29 16:09:49,1,3,592,1,1,1,2,,,1,,,,,,,,,,46.306701660156,-94.100799560547,-1,
R_1AeBzag7pov7OOp,Default Response Set,Anonymous,,,72.21.225.66,0,2016-07-29 16:10:26,2016-07-29 16:10:35,1,3,589,1,1,1,1,General practioner advice is control as this is standard,,,,,,1,,,,,,46.306701660156,-94.100799560547,-1,
R_6mKcZBNDIiPaftj,Default Response Set,Anonymous,,,72.21.225.66,0,2016-07-29 16:11:10,2016-07-29 16:11:19,1,3,588,1,5,1,1,,,,,,,,,,,,,46.306701660156,-94.100799560547,-1,
R_3njyp6tMSvO5bKp,Default Response Set,Anonymous,,,72.21.225.66,0,2016-07-29 16:10:48,2016-07-29 16:13:21,1,3,593,1,1,1,2,,,1,,,,,,,,,,46.306701660156,-94.100799560547,-1,
R_cJcfdXAH8gmF0rL,Default Response Set,Anonymous,,,72.21.225.66,0,2016-07-29 16:14:23,2016-07-29 16:15:07,1,3,597,1,5,2,2,,,,,,,,,,,,,46.306701660156,-94.100799560547,-1,
R_UFrncWCCfe44KqJ,Default Response Set,Anonymous,,,72.21.225.66,0,2016-07-29 16:15:08,2016-07-29 16:16:11,1,3,598,1,1,1,1,,,1,,,,,1,,,,,46.306701660156,-94.100799560547,-1,
R_1mCa9dbyfMmNiwe,Default Response Set,Anonymous,,,72.21.225.66,0,2016-07-29 16:16:13,2016-07-29 16:17:34,1,3,599,1,5,1,2,,,,,,,,,,,,,46.306701660156,-94.100799560547,-1,
R_1MRPtqYtGtLz1Fh,Default Response Set,Anonymous,,,72.21.225.66,0,2016-07-29 16:18:52,2016-07-29 16:20:55,1,3,603,1,5,3,2,,,,,,,,,,,,,46.306701660156,-94.100799560547,-1,
R_wXi2br87f7Wk0Vz,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-29 16:29:47,2016-07-29 16:34:02,1,1,981,3,1,1,2,,,1,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_2YFI7qG301PCSCh,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-29 16:34:03,2016-07-29 16:48:25,1,1,989,3,3,3,1,,,1,,,,,1,,,,,44.97590637207,-93.216598510742,-1,
R_1hRpm5TRZzm8uPi,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-29 16:48:26,2016-07-29 16:54:03,1,1,1036,3,5,1,1,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_2tgHEaTSTJ25evL,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-29 16:54:04,2016-07-29 16:55:42,1,1,1045,3,1,1,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_3Gep9VawjCI9SyP,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-30 19:33:07,2016-07-30 19:34:00,1,3,607,1,5,1,2,,,,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_9M3EYLU0dOAgOs1,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-30 19:34:02,2016-07-30 19:35:57,1,3,611,1,1,1,1,,,,1,"No statistical difference was found between the groups in age, weight, body mass index, or percent fat at the post- therapy point (T2) (Table 1). ",,,1,,,,,33.880004882812,-117.9633026123,-1,
R_3lFYaVRQh6MMmJS,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-30 19:38:13,2016-07-30 19:39:31,1,3,613,1,5,1,2,,,,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_2rVqpuQWyPMwIo6,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-30 19:39:32,2016-07-30 19:41:46,1,3,614,1,5,1,2,,,,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_1g28pQEEcveYePd,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-30 19:41:47,2016-07-30 19:42:23,1,3,615,1,5,5,1,,,,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_1NgZmyS1CbYiD54,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-30 19:42:24,2016-07-30 19:42:52,1,3,616,1,1,1,1,,,,,,,,,,,,1,33.880004882812,-117.9633026123,-1,
R_2YYgoJtjeUlT8Xw,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-30 19:47:46,2016-07-30 19:48:21,1,3,621,1,5,1,1,,,,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_1dLic9WNXEVkTRL,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-30 19:48:22,2016-07-30 19:49:06,1,3,622,1,5,1,1,no control,,,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_3Em5bFvQgOIK5mC,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-30 19:51:14,2016-07-30 19:52:13,1,3,626,1,1,2,1,,,,,,,1,,,,,,33.880004882812,-117.9633026123,-1,
R_1DCj0Cg6DWeYZdJ,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-30 19:52:14,2016-07-30 19:53:33,1,3,628,1,1,1,1,,,1,,,,,1,,,,,33.880004882812,-117.9633026123,-1,
R_2fkOcoHRmQ8Gcnr,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-30 19:53:34,2016-07-30 19:54:15,1,3,629,1,1,2,1,,,,1," / One-way ANOVA revealed no differences between groups for age, height and physical activity level. Subjects in all groups demonstrated a very low level of aerobic fitness (VO2max < 24,3+2,1 ml/kg/min) (Tables 1 and 2).",,,1,,,,,33.880004882812,-117.9633026123,-1,
R_1r2fFtMVZBSZ6gu,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-30 19:54:16,2016-07-30 19:54:52,1,3,631,1,5,1,2,,,,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_2Etn6mnbErsRk8d,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-30 19:54:52,2016-07-30 19:55:23,1,3,632,1,5,1,1,,,,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_1hJO5y1eHlE9W3U,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-30 19:55:25,2016-07-30 19:56:27,1,3,634,1,1,2,2,,,1,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_2xPqrlOJmoGDmlP,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-30 19:56:28,2016-07-30 19:57:35,1,3,635,1,5,1,1,,,,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_1jiSPMDfWwqilz2,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-30 19:57:36,2016-07-30 19:58:57,1,3,636,1,1,3,2,,,1,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_22IX5gK4a4EWvrG,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-30 19:58:58,2016-07-30 20:00:13,1,3,643,1,1,3,1,,,,,,,,,,,,1,33.880004882812,-117.9633026123,-1,
R_1LMcZ2kLMHzhsJk,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-30 20:00:14,2016-07-30 20:01:23,1,3,644,1,1,3,1,,,1,,,,,1,,,,,33.880004882812,-117.9633026123,-1,
R_2V3VBVKWTi0e0pJ,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-30 20:01:24,2016-07-30 20:02:16,1,3,646,1,5,1,2,,,,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_29bqfSoN4cP3HQF,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-30 20:03:16,2016-07-30 20:03:48,1,3,655,1,1,1,1,,,,,,,,,,,,1,33.880004882812,-117.9633026123,-1,
R_blOT6msHWVxiGTr,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-30 20:06:46,2016-07-30 20:06:57,1,3,659,1,1,3,1,,,,1,"Under statistical analysis:  / Because randomiza- tion was not stratified for the extensor grip test result, baseline characteristics of all groups were compared",,,1,,,,,33.880004882812,-117.9633026123,-1,
R_sNgZOpTOEhujVOF,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-30 20:04:59,2016-07-30 20:07:46,1,3,661,1,5,2,2,,,,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_1eFDStzEEqFzQBZ,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-30 20:11:26,2016-07-30 20:12:45,1,3,663,1,3,7,1,,,,,,,1,,,,,,33.880004882812,-117.9633026123,-1,
R_Q6O7SLCMPKkQT7z,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-30 20:12:46,2016-07-30 20:14:28,1,3,664,1,1,2,2,,,,1, There was no statistical difference in average eccentric force between the groups at preprotocol.,,,,,,,,33.880004882812,-117.9633026123,-1,
R_cIvekFFB3noR841,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-30 20:15:25,2016-07-30 20:16:29,1,3,667,1,1,1,1,,,,1,No significant baseline differences were observed be- tween the two groups for any of the measured variables.,,,1,,,,,33.880004882812,-117.9633026123,-1,
R_1GNzsnPq9VkT40w,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-30 20:16:56,2016-07-30 20:18:14,1,3,669,1,5,1,1,pre exercise BG in table 1,,,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_1eOTNDGJ8Odygma,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-30 20:18:15,2016-07-30 20:18:54,1,3,670,1,5,5,1,,,,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_vOglBZoxrHy0Dfj,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-30 20:18:55,2016-07-30 20:19:30,1,3,672,1,1,1,1,,,,,,,1,,,,,,33.880004882812,-117.9633026123,-1,
R_10q68iafp3CPX5q,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-30 20:19:32,2016-07-30 20:19:59,1,3,673,1,1,1,1,,,,,,,,,,,,1,33.880004882812,-117.9633026123,-1,
R_2CgfYrUknBWylb8,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-30 20:20:00,2016-07-30 20:21:40,1,3,678,1,1,1,1,,,,,,,1,,,,,,33.880004882812,-117.9633026123,-1,
R_22WFlucRhEXncY4,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-30 20:21:41,2016-07-30 20:22:22,1,3,679,1,1,2,1,,,,,,,1,,,,,,33.880004882812,-117.9633026123,-1,
R_ekBkDqNWKvs988F,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-30 20:22:23,2016-07-30 20:23:26,1,3,680,1,1,2,1,"With the exception of age, there were no differences between intervention groups on any of the demographic or outcome variables. The mean age of participants in the print group was significantly higher than that of participants in the pnnt-plus-telephone group [t(63) = 2.9, p=.006]. T",1,,,,,,1,,,,,33.880004882812,-117.9633026123,-1,
R_1HnoizKRgJd6al9,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-30 20:23:27,2016-07-30 20:25:41,1,3,681,1,1,1,1,,,,1,here were no significant differences at baseline between the groups (p.0.05).,,,1,,,,,33.880004882812,-117.9633026123,-1,
R_28Z2VFIt0ERrzXq,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-30 20:30:09,2016-07-30 20:31:26,1,3,687,1,1,1,2,,,1,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_U9mCvTRl6ST6Dhn,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-30 20:31:27,2016-07-30 20:32:05,1,3,688,1,5,1,1,,,,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_12l0g2YnS2OfZds,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-30 20:32:06,2016-07-30 20:33:56,1,3,689,1,1,3,1,There were no clinically rele- vant differences demonstrated at baseline between the 2 groups (Table 3)....not sure if clinically relevant = significant,,1,,,,,1,,,,,33.880004882812,-117.9633026123,-1,
R_Ycx5Cj48I8XFNSh,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-30 20:33:56,2016-07-30 20:35:49,1,3,690,1,1,2,1,patient feedback=control,,1,,,,,1,,,,,33.880004882812,-117.9633026123,-1,
R_10NvSeb0qS0BASf,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-30 20:37:21,2016-07-30 20:38:10,1,3,693,1,1,1,1,TABLE 1. Subject characteristics (mean ± SD). No statistically significant differences were found among the 3 groups (P .05).,,,,,,1,,,,,,33.880004882812,-117.9633026123,-1,
R_3EgLFEbEGAHxIkz,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-30 20:38:11,2016-07-30 20:38:57,1,3,694,1,5,1,2,,,,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_6L2jBx8JBhiQNih,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-30 20:38:57,2016-07-30 20:39:46,1,3,695,1,1,1,1,,,,1,here were no sta- tistically significant differences between the 2 groups in any measured parameter before surgery. ,,,1,,,,,33.880004882812,-117.9633026123,-1,
R_1FCFAVcaVV7NFj5,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-30 20:39:47,2016-07-30 20:40:24,1,3,696,1,5,1,2,,,,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_V4oSKldqtju3WnL,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-30 20:40:25,2016-07-30 20:41:01,1,3,697,1,5,1,2,,,,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_vJqhlOafstKbEyd,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-30 20:41:02,2016-07-30 20:42:05,1,3,700,1,1,3,1,control=lidocaine,,,1,"Patient demographics are given, as the mean and standard deviation (SD), and differences between groups were studied by means of analysis of variance.",,,1,,,,,33.880004882812,-117.9633026123,-1,
R_2Vl83PygDFaaT4A,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-30 20:43:45,2016-07-30 20:44:34,1,3,702,1,5,3,2,,,,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_9EqX3RrXJ7akfKh,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-31 00:28:16,2016-07-31 09:45:19,1,3,703,1,1,1,1,,,,,,,,,,,1,,33.880004882812,-117.9633026123,-1,
R_2rBzAVlmt4VgF1S,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-31 09:47:06,2016-07-31 09:48:01,1,3,706,1,1,2,1,,,,1,The Mann–Whitney U test showed that there was a slight but non-significant difference between groups at baseline. ,,,1,,,,,33.880004882812,-117.9633026123,-1,
R_26mc7BNmHnt19qP,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-31 09:48:03,2016-07-31 09:49:31,1,3,707,1,1,3,1,saline=control,,,,,,,,,,,1,33.880004882812,-117.9633026123,-1,
R_OBhRNxE43y88o4V,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-31 09:49:32,2016-07-31 09:51:43,1,3,710,1,5,1,1,2500 the control? unclear,,,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_qEkGjQGf5sOYneh,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-31 09:51:44,2016-07-31 09:52:27,1,3,711,1,1,1,1,,,,,,,1,,,,,,33.880004882812,-117.9633026123,-1,
R_2q7NQOYX3wa3x2o,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-31 09:52:29,2016-07-31 09:53:41,1,3,713,1,5,5,2,,,,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_cPgqoluI6hjWsJX,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-31 09:55:21,2016-07-31 09:56:46,1,3,715,1,5,1,2,,,,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_2ToCxQUwnTs6ZiM,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-31 09:56:47,2016-07-31 09:57:48,1,3,719,1,5,1,2,,,,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_1GFkYmDJCdtBTih,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-31 09:59:08,2016-07-31 10:00:07,1,3,721,1,1,2,1,open =control/traditonal,,,,,,,,,,,1,33.880004882812,-117.9633026123,-1,
R_2CH7p9ExRNH2DXt,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-31 10:09:17,2016-07-31 10:09:53,1,3,730,1,5,2,1,age matched,,,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_3k23dgZ8KqSjRAP,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-31 10:09:54,2016-07-31 10:10:31,1,3,731,1,5,5,1,,,,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_1jZpxKcREf4ErW2,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-31 10:10:32,2016-07-31 10:11:22,1,3,732,1,5,1,1,,,,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_2SkSVZpbdPbba1J,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-31 10:11:24,2016-07-31 10:12:44,1,3,737,1,1,2,1,,,,1,"There were no significant differ- ences in the patient demographics or in the drop-out rates between the 2 treatment groups, and the statistical analy- sis was made on the basis of intention to treat. Analysis of the clinical trial outcome measures determined that the data were not normally distributed. / ",,,1,,,,,33.880004882812,-117.9633026123,-1,
R_3EQpyi84mKSu9Hq,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-31 10:12:46,2016-07-31 10:13:41,1,3,738,1,1,2,1,,,,,,,,,,,,1,33.880004882812,-117.9633026123,-1,
R_yrOWbPklrF4SsOl,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-31 10:13:42,2016-07-31 10:14:14,1,3,739,1,1,1,1,,,,,,,1,,,,,,33.880004882812,-117.9633026123,-1,
R_30tWsqHKVFCqZXz,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-31 10:14:15,2016-07-31 10:15:19,1,3,740,1,5,1,2,,,,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_306tZEKhaQT8JFX,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-31 10:15:20,2016-07-31 10:15:51,1,3,741,1,5,7,1,,,,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_3RpGh6KnwSrofG2,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-31 10:15:52,2016-07-31 10:16:47,1,3,742,1,1,2,1,30 min= recommended and control,,,1, There were no statistically significant differences between groups in subject characteristics at baseline (Table 1).,,,1,,,,,33.880004882812,-117.9633026123,-1,
R_325FLauN62W4iA3,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-31 10:19:00,2016-07-31 10:19:37,1,3,745,1,5,1,1,Low or high,,,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_3KZMKgOJ17Jyoxj,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-31 10:23:49,2016-07-31 10:24:53,1,3,768,1,1,1,1,,,,,,,,,,,,1,33.880004882812,-117.9633026123,-1,
R_22xjpIC6MmagvcZ,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-31 10:24:54,2016-07-31 10:25:43,1,3,770,1,5,1,1,,,,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_3IvPxG1M48Zi2oV,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-31 10:26:56,2016-07-31 10:27:35,1,3,773,1,5,1,1,,,,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_27COrDhxn9G2qPY,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-31 10:27:36,2016-07-31 10:28:07,1,3,774,1,1,1,1,,,,,,,1,,,,,,33.880004882812,-117.9633026123,-1,
R_31N2EwyGbzmVSuD,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-31 10:28:07,2016-07-31 10:30:17,1,3,776,1,5,1,2,,,,,,,,,,,,,33.880004882812,-117.9633026123,-1,
R_3EMQPe74wCeEhst,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-31 10:32:14,2016-07-31 10:32:58,1,3,790,1,1,3,1,,,,,,,1,,,,,,33.880004882812,-117.9633026123,-1,
R_2v2eK18M67CkYne,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-31 10:32:59,2016-07-31 10:34:32,1,3,796,1,1,1,1,,,,1,subsequent least significant difference comparisons did not find that the groups were significantly different at any time point.,,,1,,,,,33.880004882812,-117.9633026123,-1,
R_1OrksHhGU5Fvc8z,Default Response Set,Anonymous,,,12.227.112.176,0,2016-07-31 10:34:32,2016-07-31 10:35:33,1,3,798,1,1,2,1,,,,,,,1,,,,,,33.880004882812,-117.9633026123,-1,
